fecha,camasOcupadasHG,camasOcupadasNoUCIVentiladores,camasOcupadasUCI,camasOcupadasUCI_NoUCIVent
2020-04-01,0,0,0,0
2020-04-02,0,0,0,0
2020-04-03,0,0,0,0
2020-04-04,0,0,0,0
2020-04-05,0,0,0,0
2020-04-06,0,0,0,0
2020-04-07,0,0,0,0
2020-04-08,0,0,0,0
2020-04-09,1,0,0,0
2020-04-10,1,0,0,0
2020-04-11,2,0,0,0
2020-04-12,4,0,0,0
2020-04-13,4,0,0,0
2020-04-14,3,1,0,1
2020-04-15,3,1,0,1
2020-04-16,2,1,0,1
2020-04-17,1,1,0,1
2020-04-18,1,1,0,1
2020-04-19,2,1,0,1
2020-04-20,1,1,0,1
2020-04-21,3,2,0,2
2020-04-22,4,0,1,1
2020-04-23,5,2,1,3
2020-04-24,4,1,1,2
2020-04-25,6,1,1,2
2020-04-26,10,0,1,1
2020-04-27,13,0,0,0
2020-04-28,12,1,0,1
2020-04-29,15,2,0,2
2020-04-30,17,1,0,1
2020-05-01,12,1,0,1
2020-05-02,15,0,0,0
2020-05-03,13,1,0,1
2020-05-04,15,0,0,0
2020-05-05,14,0,0,0
2020-05-06,21,0,0,0
2020-05-07,19,0,0,0
2020-05-08,14,1,0,1
2020-05-09,11,0,0,0
2020-05-10,10,1,0,1
2020-05-11,16,1,0,1
2020-05-12,19,0,0,0
2020-05-13,18,0,0,0
2020-05-14,19,0,0,0
2020-05-15,16,0,0,0
2020-05-16,20,1,0,1
2020-05-17,17,3,0,3
2020-05-18,19,1,0,1
2020-05-19,17,3,0,3
2020-05-20,14,3,0,3
2020-05-21,13,1,0,1
2020-05-22,10,1,0,1
2020-05-23,10,0,0,0
2020-05-24,9,0,0,0
2020-05-25,12,1,0,1
2020-05-26,13,0,0,0
2020-05-27,14,0,0,0
2020-05-28,17,0,0,0
2020-05-29,22,0,0,0
2020-05-30,8,0,0,0
2020-05-31,8,0,0,0
2020-06-01,26,2,0,2
2020-06-02,23,1,0,1
2020-06-03,20,3,0,3
2020-06-04,18,5,1,6
2020-06-05,18,6,0,6
2020-06-06,12,6,0,6
2020-06-07,14,6,0,6
2020-06-08,17,6,1,7
2020-06-09,19,6,1,7
2020-06-10,21,5,1,6
2020-06-11,18,5,0,5
2020-06-12,25,5,1,6
2020-06-13,23,2,0,2
2020-06-14,19,4,0,4
2020-06-15,24,4,0,4
2020-06-16,24,5,1,6
2020-06-17,22,4,1,5
2020-06-18,27,4,1,5
2020-06-19,28,5,1,6
2020-06-20,31,6,1,7
2020-06-21,32,7,1,8
2020-06-22,35,7,1,8
2020-06-23,39,6,1,7
2020-06-24,46,8,1,9
2020-06-25,49,9,1,10
2020-06-26,57,8,1,9
2020-06-27,63,13,1,14
2020-06-28,46,2,1,3
2020-06-29,62,13,0,13
2020-06-30,70,10,1,11
2020-07-01,79,10,1,11
2020-07-02,80,8,1,9
2020-07-03,74,14,1,15
2020-07-04,47,4,1,5
2020-07-05,91,9,1,10
2020-07-06,85,14,1,15
2020-07-07,89,10,0,10
2020-07-08,97,7,0,7
2020-07-09,96,12,0,12
2020-07-10,93,12,0,12
2020-07-11,107,13,0,13
2020-07-12,70,4,0,4
2020-07-13,80,6,1,7
2020-07-14,116,18,1,19
2020-07-15,100,16,0,16
2020-07-16,126,9,2,11
2020-07-17,123,9,3,12
2020-07-18,135,11,3,14
2020-07-19,144,12,3,15
2020-07-20,127,10,3,13
2020-07-21,144,17,3,20
2020-07-22,134,17,3,20
2020-07-23,102,12,2,14
2020-07-24,106,8,2,10
2020-07-25,140,14,2,16
2020-07-26,131,10,2,12
2020-07-27,100,6,2,8
2020-07-28,96,6,2,8
2020-07-29,116,5,2,7
2020-07-30,128,9,3,12
2020-07-31,124,7,3,10
2020-08-01,118,15,3,18
2020-08-02,118,9,3,12
2020-08-03,110,13,3,16
2020-08-04,114,13,3,16
2020-08-05,91,12,3,15
2020-08-06,94,11,3,14
2020-08-07,90,11,3,14
2020-08-08,68,9,2,11
2020-08-09,99,11,5,16
2020-08-10,99,11,5,16
2020-08-11,89,12,2,14
2020-08-12,77,11,1,12
2020-08-13,74,11,1,12
2020-08-14,68,12,2,14
2020-08-15,76,10,1,11
2020-08-16,83,7,1,8
2020-08-17,79,7,3,10
2020-08-18,54,3,3,6
2020-08-19,78,9,3,12
2020-08-20,83,13,3,16
2020-08-21,74,11,2,13
2020-08-22,69,15,2,17
2020-08-23,72,16,2,18
2020-08-24,68,14,2,16
2020-08-25,73,10,2,12
2020-08-26,67,13,1,14
2020-08-27,73,10,1,11
2020-08-28,69,11,1,12
2020-08-29,67,10,1,11
2020-08-30,76,7,1,8
2020-08-31,88,8,1,9
2020-09-01,85,9,1,10
2020-09-02,75,7,1,8
2020-09-03,65,7,2,9
2020-09-04,58,9,2,11
2020-09-05,74,9,2,11
2020-09-06,67,10,3,13
2020-09-07,78,8,3,11
2020-09-08,78,7,3,10
2020-09-09,74,7,4,11
2020-09-10,66,6,4,10
2020-09-11,63,0,10,10
2020-09-12,59,6,4,10
2020-09-13,60,6,4,10
2020-09-14,38,-1,3,2
2020-09-15,44,3,3,6
2020-09-16,40,2,3,5
2020-09-17,35,3,3,6
2020-09-18,32,4,3,7
2020-09-19,32,5,3,8
2020-09-20,32,6,2,8
2020-09-21,36,8,2,10
2020-09-22,42,6,0,6
2020-09-23,41,5,0,5
2020-09-24,42,4,0,4
2020-09-25,41,4,0,4
2020-09-26,39,5,0,5
2020-09-27,31,5,0,5
2020-09-28,29,7,0,7
2020-09-29,26,6,0,6
2020-09-30,27,6,0,6
2020-10-01,31,6,0,6
2020-10-02,25,4,0,4
2020-10-03,31,4,0,4
2020-10-04,27,5,0,5
2020-10-05,31,3,0,3
2020-10-06,28,3,0,3
2020-10-07,34,2,0,2
2020-10-08,31,3,0,3
2020-10-09,30,5,0,5
2020-10-10,26,5,0,5
2020-10-11,24,5,0,5
2020-10-12,20,4,0,4
2020-10-13,26,3,0,3
2020-10-14,27,2,0,2
2020-10-15,29,2,0,2
2020-10-16,28,4,0,4
2020-10-17,17,2,0,2
2020-10-18,28,7,0,7
2020-10-19,25,6,0,6
2020-10-20,28,5,0,5
2020-10-21,30,1,1,2
2020-10-22,23,2,1,3
2020-10-23,19,3,1,4
2020-10-24,17,2,1,3
2020-10-25,21,2,1,3
2020-10-26,23,3,1,4
2020-10-27,25,2,1,3
2020-10-28,27,4,0,4
2020-10-29,27,2,0,2
2020-10-30,15,1,0,1
2020-10-31,17,3,0,3
2020-11-01,19,4,0,4
2020-11-02,20,4,0,4
2020-11-03,23,4,0,4
2020-11-04,25,3,1,4
2020-11-05,21,3,1,4
2020-11-06,24,4,1,5
2020-11-07,23,2,2,4
2020-11-08,24,3,1,4
2020-11-09,29,3,1,4
2020-11-10,27,4,1,5
2020-11-11,13,6,1,7
2020-11-12,36,4,1,5
2020-11-13,32,5,1,6
2020-11-14,31,3,1,4
2020-11-15,31,4,1,5
2020-11-16,13,1,1,2
2020-11-17,32,0,1,1
2020-11-18,28,0,1,1
2020-11-19,34,0,0,0
2020-11-20,32,1,0,1
2020-11-21,26,1,0,1
2020-11-22,25,1,0,1
2020-11-23,28,2,0,2
2020-11-24,28,3,0,3
2020-11-25,28,4,0,4
2020-11-26,27,5,0,5
2020-11-27,27,3,0,3
2020-11-28,29,4,0,4
2020-11-29,30,3,0,3
2020-11-30,28,2,0,2
2020-12-01,21,0,0,0
2020-12-02,29,0,1,1
2020-12-03,26,1,1,2
2020-12-04,25,4,0,4
2020-12-05,26,3,0,3
2020-12-06,23,4,0,4
2020-12-07,23,2,0,2
2020-12-08,23,3,0,3
2020-12-09,21,3,0,3
2020-12-10,17,2,0,2
2020-12-11,20,1,0,1
2020-12-12,19,1,0,1
2020-12-13,14,0,0,0
2020-12-14,22,0,0,0
2020-12-15,15,0,0,0
2020-12-16,25,0,0,0
2020-12-17,14,0,0,0
2020-12-18,18,0,0,0
2020-12-19,28,0,0,0
2020-12-20,28,0,0,0
2020-12-21,32,0,0,0
2020-12-22,27,1,0,1
2020-12-23,25,0,0,0
2020-12-24,28,4,0,4
2020-12-25,35,4,0,4
2020-12-26,38,3,0,3
2020-12-27,38,3,0,3
2020-12-28,37,3,0,3
2020-12-29,39,4,0,4
2020-12-30,40,4,0,4
2020-12-31,43,1,3,4
2021-01-01,43,2,3,5
2021-01-02,44,3,3,6
2021-01-03,30,-1,3,2
2021-01-04,30,-1,3,2
2021-01-05,30,0,3,3
2021-01-06,31,0,3,3
2021-01-07,31,0,3,3
2021-01-08,31,-2,3,1
2021-01-09,53,0,3,3
2021-01-10,50,1,3,4
2021-01-11,53,1,3,4
2021-01-12,54,1,3,4
2021-01-13,53,6,3,9
2021-01-14,53,4,3,7
2021-01-15,49,5,3,8
2021-01-16,50,2,3,5
2021-01-17,55,3,3,6
2021-01-18,56,3,3,6
2021-01-19,26,-1,3,2
2021-01-20,50,2,3,5
2021-01-21,25,-1,3,2
2021-01-22,46,3,3,6
2021-01-23,48,3,3,6
2021-01-24,47,3,3,6
2021-01-25,51,4,3,7
2021-01-26,49,4,3,7
2021-01-27,45,5,3,8
2021-01-28,24,2,3,5
2021-01-29,43,6,3,9
2021-01-30,42,8,3,11
2021-01-31,43,7,3,10
2021-02-01,47,3,3,6
2021-02-02,44,4,3,7
2021-02-03,46,4,3,7
2021-02-04,45,3,3,6
2021-02-05,43,2,3,5
2021-02-06,46,-1,3,2
2021-02-07,47,0,3,3
2021-02-08,46,0,3,3
2021-02-09,47,0,3,3
2021-02-10,45,1,3,4
2021-02-11,44,1,3,4
2021-02-12,45,0,3,3
