fecha,camasOcupadasHG,camasOcupadasNoUCIVentiladores,camasOcupadasUCI,camasOcupadasUCI_NoUCIVent
2020-04-01,0,0,0,0
2020-04-02,0,0,0,0
2020-04-03,0,0,0,0
2020-04-04,0,0,0,0
2020-04-05,0,0,0,0
2020-04-06,0,0,0,0
2020-04-07,0,0,0,0
2020-04-08,4,0,0,0
2020-04-09,3,0,0,0
2020-04-10,4,0,0,0
2020-04-11,3,0,0,0
2020-04-12,3,0,0,0
2020-04-13,0,0,0,0
2020-04-14,5,0,0,0
2020-04-15,5,0,0,0
2020-04-16,7,0,0,0
2020-04-17,5,0,0,0
2020-04-18,5,0,0,0
2020-04-19,9,0,0,0
2020-04-20,10,1,1,2
2020-04-21,10,1,1,2
2020-04-22,11,3,1,4
2020-04-23,13,1,2,3
2020-04-24,13,1,2,3
2020-04-25,11,4,1,5
2020-04-26,7,4,1,5
2020-04-27,6,4,0,4
2020-04-28,11,2,0,2
2020-04-29,17,2,0,2
2020-04-30,25,2,0,2
2020-05-01,20,3,0,3
2020-05-02,22,3,0,3
2020-05-03,19,4,0,4
2020-05-04,18,2,0,2
2020-05-05,18,2,0,2
2020-05-06,17,4,0,4
2020-05-07,18,6,0,6
2020-05-08,23,3,1,4
2020-05-09,21,4,0,4
2020-05-10,26,6,0,6
2020-05-11,27,5,0,5
2020-05-12,35,6,0,6
2020-05-13,33,6,0,6
2020-05-14,28,6,0,6
2020-05-15,34,7,0,7
2020-05-16,30,8,0,8
2020-05-17,24,10,0,10
2020-05-18,33,11,0,11
2020-05-19,32,10,0,10
2020-05-20,30,12,0,12
2020-05-21,33,8,1,9
2020-05-22,53,9,1,10
2020-05-23,51,13,1,14
2020-05-24,43,14,1,15
2020-05-25,36,19,0,19
2020-05-26,31,18,0,18
2020-05-27,27,21,0,21
2020-05-28,36,22,0,22
2020-05-29,24,23,0,23
2020-05-30,25,21,0,21
2020-05-31,20,22,0,22
2020-06-01,25,19,0,19
2020-06-02,24,21,0,21
2020-06-03,33,19,0,19
2020-06-04,30,20,0,20
2020-06-05,29,22,0,22
2020-06-06,34,22,0,22
2020-06-07,36,24,0,24
2020-06-08,32,24,0,24
2020-06-09,37,16,2,18
2020-06-10,42,14,2,16
2020-06-11,41,12,2,14
2020-06-12,38,15,3,18
2020-06-13,38,16,3,19
2020-06-14,32,17,3,20
2020-06-15,36,14,3,17
2020-06-16,37,11,3,14
2020-06-17,43,12,6,18
2020-06-18,28,14,5,19
2020-06-19,40,11,6,17
2020-06-20,44,8,7,15
2020-06-21,49,6,7,13
2020-06-22,50,8,7,15
2020-06-23,55,7,8,15
2020-06-24,57,8,8,16
2020-06-25,57,15,6,21
2020-06-26,60,17,6,23
2020-06-27,63,16,6,22
2020-06-28,69,16,5,21
2020-06-29,75,11,5,16
2020-06-30,87,16,8,24
2020-07-01,85,12,8,20
2020-07-02,90,14,8,22
2020-07-03,82,16,6,22
2020-07-04,72,19,6,25
2020-07-05,82,15,6,21
2020-07-06,88,17,8,25
2020-07-07,88,17,8,25
2020-07-08,96,17,7,24
2020-07-09,98,18,8,26
2020-07-10,111,16,7,23
2020-07-11,107,21,6,27
2020-07-12,101,22,6,28
2020-07-13,108,22,7,29
2020-07-14,104,22,6,28
2020-07-15,101,23,8,31
2020-07-16,102,22,8,30
2020-07-17,92,26,7,33
2020-07-18,103,18,8,26
2020-07-19,99,23,8,31
2020-07-20,93,26,7,33
2020-07-21,103,23,6,29
2020-07-22,104,23,7,30
2020-07-23,122,21,7,28
2020-07-24,136,18,9,27
2020-07-25,125,17,9,26
2020-07-26,122,21,9,30
2020-07-27,137,19,9,28
2020-07-28,135,18,8,26
2020-07-29,130,24,8,32
2020-07-30,123,24,7,31
2020-07-31,127,23,8,31
2020-08-01,112,19,9,28
2020-08-02,112,18,8,26
2020-08-03,122,12,9,21
2020-08-04,118,17,7,24
2020-08-05,120,15,6,21
2020-08-06,107,18,7,25
2020-08-07,99,23,7,30
2020-08-08,92,19,7,26
2020-08-09,93,19,8,27
2020-08-10,106,19,8,27
2020-08-11,105,21,8,29
2020-08-12,101,17,7,24
2020-08-13,84,19,6,25
2020-08-14,80,18,7,25
2020-08-15,75,19,8,27
2020-08-16,73,19,8,27
2020-08-17,73,20,9,29
2020-08-18,72,19,8,27
2020-08-19,66,21,9,30
2020-08-20,57,20,9,29
2020-08-21,54,20,9,29
2020-08-22,48,20,8,28
2020-08-23,49,18,9,27
2020-08-24,57,13,9,22
2020-08-25,53,15,8,23
2020-08-26,47,17,6,23
2020-08-27,54,12,7,19
2020-08-28,49,16,8,24
2020-08-29,47,19,9,28
2020-08-30,55,19,9,28
2020-08-31,50,19,9,28
2020-09-01,50,19,8,27
2020-09-02,50,23,7,30
2020-09-03,44,18,7,25
2020-09-04,47,14,8,22
2020-09-05,60,10,8,18
2020-09-06,61,11,8,19
2020-09-07,81,8,8,16
2020-09-08,62,15,7,22
2020-09-09,69,5,8,13
2020-09-10,63,15,9,24
2020-09-11,56,13,8,21
2020-09-12,67,11,9,20
2020-09-13,52,12,8,20
2020-09-14,59,14,8,22
2020-09-15,61,14,6,20
2020-09-16,64,12,5,17
2020-09-17,65,12,5,17
2020-09-18,69,12,5,17
2020-09-19,63,9,5,14
2020-09-20,63,8,6,14
2020-09-21,63,4,7,11
2020-09-22,68,6,7,13
2020-09-23,55,8,5,13
2020-09-24,47,9,2,11
2020-09-25,41,6,4,10
2020-09-26,36,6,2,8
2020-09-27,46,6,2,8
2020-09-28,41,8,2,10
2020-09-29,40,8,3,11
2020-09-30,46,9,4,13
2020-10-01,43,9,5,14
2020-10-02,49,7,7,14
2020-10-03,51,6,7,13
2020-10-04,53,7,6,13
2020-10-05,42,6,6,12
2020-10-06,51,10,3,13
2020-10-07,51,10,5,15
2020-10-08,52,7,6,13
2020-10-09,53,7,6,13
2020-10-10,52,9,5,14
2020-10-11,47,11,6,17
2020-10-12,49,10,6,16
2020-10-13,58,6,6,12
2020-10-14,61,7,6,13
2020-10-15,61,6,6,12
2020-10-16,66,7,6,13
2020-10-17,56,10,6,16
2020-10-18,49,9,5,14
2020-10-19,48,11,5,16
2020-10-20,51,6,6,12
2020-10-21,52,9,5,14
2020-10-22,51,6,6,12
2020-10-23,52,5,6,11
2020-10-24,55,6,6,12
2020-10-25,52,10,5,15
2020-10-26,44,8,7,15
2020-10-27,47,8,7,15
2020-10-28,52,4,9,13
2020-10-29,55,4,9,13
2020-10-30,52,4,7,11
2020-10-31,44,6,5,11
2020-11-01,43,3,5,8
2020-11-02,45,3,5,8
2020-11-03,46,3,7,10
2020-11-04,43,6,8,14
2020-11-05,47,6,5,11
2020-11-06,45,4,8,12
2020-11-07,32,5,6,11
2020-11-08,34,3,6,9
2020-11-09,37,2,7,9
2020-11-10,40,2,7,9
2020-11-11,44,4,7,11
2020-11-12,44,6,8,14
2020-11-13,42,7,7,14
2020-11-14,42,7,7,14
2020-11-15,36,8,6,14
2020-11-16,37,5,6,11
2020-11-17,40,4,6,10
2020-11-18,46,5,6,11
2020-11-19,40,8,7,15
2020-11-20,44,8,6,14
2020-11-21,42,9,6,15
2020-11-22,36,10,6,16
2020-11-23,38,10,6,16
2020-11-24,39,11,5,16
2020-11-25,42,9,5,14
2020-11-26,44,9,5,14
2020-11-27,45,9,6,15
2020-11-28,37,9,5,14
2020-11-29,37,9,4,13
2020-11-30,42,8,5,13
2020-12-01,40,11,4,15
2020-12-02,42,7,5,12
2020-12-03,38,5,5,10
2020-12-04,39,4,5,9
2020-12-05,34,6,5,11
2020-12-06,32,5,4,9
2020-12-07,30,6,4,10
2020-12-08,34,5,5,10
2020-12-09,34,6,4,10
2020-12-10,37,7,3,10
2020-12-11,38,6,3,9
2020-12-12,42,6,3,9
2020-12-13,36,6,2,8
2020-12-14,36,6,2,8
2020-12-15,39,7,3,10
2020-12-16,40,7,3,10
2020-12-17,41,6,3,9
2020-12-18,40,6,3,9
2020-12-19,42,6,2,8
2020-12-20,41,4,2,6
2020-12-21,35,7,2,9
2020-12-22,38,7,2,9
2020-12-23,48,4,3,7
2020-12-24,48,5,3,8
2020-12-25,44,4,3,7
2020-12-26,46,5,3,8
2020-12-27,44,4,2,6
2020-12-28,43,3,4,7
2020-12-29,41,4,4,8
2020-12-30,36,5,4,9
2020-12-31,41,6,4,10
2021-01-01,38,5,4,9
2021-01-02,42,7,4,11
2021-01-03,43,9,4,13
2021-01-04,39,9,4,13
2021-01-05,44,9,4,13
2021-01-06,57,7,5,12
2021-01-07,63,9,3,12
2021-01-08,64,8,5,13
2021-01-09,70,8,8,16
2021-01-10,54,9,7,16
2021-01-11,58,8,7,15
2021-01-12,57,11,8,19
2021-01-13,67,13,8,21
2021-01-14,73,10,7,17
2021-01-15,83,9,7,16
2021-01-16,86,9,6,15
2021-01-17,89,10,7,17
2021-01-18,90,8,7,15
2021-01-19,95,12,7,19
2021-01-20,110,12,8,20
2021-01-21,104,10,8,18
2021-01-22,96,21,8,29
2021-01-23,93,18,7,25
2021-01-24,95,14,9,23
2021-01-25,97,15,9,24
2021-01-26,100,19,7,26
2021-01-27,110,17,7,24
2021-01-28,108,17,7,24
2021-01-29,94,21,8,29
2021-01-30,91,28,8,36
2021-01-31,90,27,8,35
2021-02-01,101,26,7,33
2021-02-02,103,23,8,31
2021-02-03,107,20,8,28
2021-02-04,87,25,7,32
2021-02-05,87,24,7,31
2021-02-06,81,27,5,32
2021-02-07,82,27,4,31
2021-02-08,68,25,5,30
2021-02-09,73,26,5,31
2021-02-10,69,27,5,32
2021-02-11,72,25,5,30
2021-02-12,70,23,5,28
