fecha,camasOcupadasHG,camasOcupadasNoUCIVentiladores,camasOcupadasUCI,camasOcupadasUCI_NoUCIVent
2020-04-01,0,0,0,0
2020-04-02,0,0,0,0
2020-04-03,0,0,0,0
2020-04-04,0,0,0,0
2020-04-05,0,0,0,0
2020-04-06,0,0,0,0
2020-04-07,0,0,0,0
2020-04-08,1,0,0,0
2020-04-09,3,0,0,0
2020-04-10,2,0,0,0
2020-04-11,2,0,0,0
2020-04-12,2,0,0,0
2020-04-13,1,0,0,0
2020-04-14,3,0,0,0
2020-04-15,2,0,0,0
2020-04-16,2,1,0,1
2020-04-17,2,1,0,1
2020-04-18,4,1,0,1
2020-04-19,4,1,0,1
2020-04-20,4,1,0,1
2020-04-21,4,2,0,2
2020-04-22,7,2,0,2
2020-04-23,5,2,0,2
2020-04-24,8,3,0,3
2020-04-25,8,3,0,3
2020-04-26,8,3,0,3
2020-04-27,9,3,0,3
2020-04-28,12,3,0,3
2020-04-29,15,3,0,3
2020-04-30,14,2,0,2
2020-05-01,14,3,0,3
2020-05-02,19,3,0,3
2020-05-03,17,4,0,4
2020-05-04,24,2,0,2
2020-05-05,28,3,0,3
2020-05-06,25,4,0,4
2020-05-07,25,4,0,4
2020-05-08,26,4,0,4
2020-05-09,26,4,0,4
2020-05-10,28,4,0,4
2020-05-11,31,4,0,4
2020-05-12,33,4,0,4
2020-05-13,27,4,0,4
2020-05-14,34,4,0,4
2020-05-15,35,4,0,4
2020-05-16,48,4,2,6
2020-05-17,66,-14,21,7
2020-05-18,61,6,3,9
2020-05-19,58,5,3,8
2020-05-20,64,5,2,7
2020-05-21,66,4,3,7
2020-05-22,58,4,5,9
2020-05-23,60,7,4,11
2020-05-24,60,7,4,11
2020-05-25,65,7,4,11
2020-05-26,72,8,4,12
2020-05-27,82,5,5,10
2020-05-28,81,6,3,9
2020-05-29,68,8,3,11
2020-05-30,73,10,3,13
2020-05-31,52,6,1,7
2020-06-01,86,6,4,10
2020-06-02,90,4,5,9
2020-06-03,81,5,3,8
2020-06-04,85,6,3,9
2020-06-05,86,6,3,9
2020-06-06,91,3,5,8
2020-06-07,84,5,3,8
2020-06-08,93,7,2,9
2020-06-09,102,5,1,6
2020-06-10,122,6,0,6
2020-06-11,117,6,0,6
2020-06-12,111,8,3,11
2020-06-13,103,10,8,18
2020-06-14,104,4,9,13
2020-06-15,92,10,4,14
2020-06-16,118,1,9,10
2020-06-17,114,2,12,14
2020-06-18,105,4,5,9
2020-06-19,123,-7,24,17
2020-06-20,120,-8,22,14
2020-06-21,115,-9,21,12
2020-06-22,112,-7,23,16
2020-06-23,112,-3,22,19
2020-06-24,116,-1,19,18
2020-06-25,130,-10,29,19
2020-06-26,123,-13,28,15
2020-06-27,141,-17,30,13
2020-06-28,137,-9,28,19
2020-06-29,127,-10,29,19
2020-06-30,132,-10,31,21
2020-07-01,117,-9,30,21
2020-07-02,111,-7,29,22
2020-07-03,123,-7,33,26
2020-07-04,123,-7,27,20
2020-07-05,125,-7,26,19
2020-07-06,139,-9,29,20
2020-07-07,128,-9,27,18
2020-07-08,116,-7,24,17
2020-07-09,116,-5,24,19
2020-07-10,107,-5,22,17
2020-07-11,107,-3,22,19
2020-07-12,110,-3,20,17
2020-07-13,120,-3,21,18
2020-07-14,104,0,22,22
2020-07-15,97,0,21,21
2020-07-16,100,0,21,21
2020-07-17,88,3,8,11
2020-07-18,91,-1,23,22
2020-07-19,88,0,19,19
2020-07-20,102,-3,19,16
2020-07-21,103,-6,20,14
2020-07-22,105,-7,21,14
2020-07-23,112,-8,23,15
2020-07-24,116,-7,21,14
2020-07-25,62,-11,23,12
2020-07-26,63,-8,24,16
2020-07-27,130,-6,19,13
2020-07-28,126,-1,19,18
2020-07-29,86,-5,21,16
2020-07-30,125,-6,28,22
2020-07-31,119,-2,23,21
2020-08-01,105,0,22,22
2020-08-02,124,-8,21,13
2020-08-03,119,7,11,18
2020-08-04,121,-2,21,19
2020-08-05,111,6,13,19
2020-08-06,117,2,15,17
2020-08-07,121,1,16,17
2020-08-08,119,3,15,18
2020-08-09,86,-1,11,10
2020-08-10,117,2,11,13
2020-08-11,109,6,11,17
2020-08-12,98,7,10,17
2020-08-13,97,8,10,18
2020-08-14,106,0,14,14
2020-08-15,98,8,11,19
2020-08-16,110,3,12,15
2020-08-17,112,2,13,15
2020-08-18,110,0,12,12
2020-08-19,101,2,9,11
2020-08-20,102,-2,10,8
2020-08-21,97,1,8,9
2020-08-22,97,1,8,9
2020-08-23,102,-2,10,8
2020-08-24,94,2,8,10
2020-08-25,98,-1,11,10
2020-08-26,102,2,10,12
2020-08-27,96,3,8,11
2020-08-28,93,4,7,11
2020-08-29,90,7,6,13
2020-08-30,92,4,9,13
2020-08-31,94,4,10,14
2020-09-01,93,-1,14,13
2020-09-02,84,9,8,17
2020-09-03,87,10,9,19
2020-09-04,83,10,8,18
2020-09-05,83,8,7,15
2020-09-06,91,0,13,13
2020-09-07,82,7,8,15
2020-09-08,71,11,5,16
2020-09-09,80,-2,12,10
2020-09-10,76,-5,13,8
2020-09-11,57,10,4,14
2020-09-12,57,10,6,16
2020-09-13,63,5,6,11
2020-09-14,70,3,7,10
2020-09-15,75,4,6,10
2020-09-16,68,1,7,8
2020-09-17,59,14,3,17
2020-09-18,52,11,4,15
2020-09-19,52,11,3,14
2020-09-20,70,-1,9,8
2020-09-21,54,13,2,15
2020-09-22,54,11,4,15
2020-09-23,62,9,7,16
2020-09-24,56,8,10,18
2020-09-25,59,5,11,16
2020-09-26,54,4,12,16
2020-09-27,56,4,10,14
2020-09-28,61,5,9,14
2020-09-29,59,5,9,14
2020-09-30,63,4,10,14
2020-10-01,57,5,8,13
2020-10-02,57,3,9,12
2020-10-03,46,5,8,13
2020-10-04,50,5,7,12
2020-10-05,53,6,7,13
2020-10-06,48,2,8,10
2020-10-07,42,1,9,10
2020-10-08,36,2,8,10
2020-10-09,35,-1,10,9
2020-10-10,34,2,7,9
2020-10-11,35,2,6,8
2020-10-12,38,3,8,11
2020-10-13,37,3,5,8
2020-10-14,39,3,5,8
2020-10-15,43,0,10,10
2020-10-16,32,1,10,11
2020-10-17,38,1,9,10
2020-10-18,34,1,8,9
2020-10-19,36,5,7,12
2020-10-20,36,4,8,12
2020-10-21,27,9,9,18
2020-10-22,29,8,8,16
2020-10-23,28,9,8,17
2020-10-24,29,9,6,15
2020-10-25,31,8,6,14
2020-10-26,29,9,6,15
2020-10-27,26,8,6,14
2020-10-28,24,9,7,16
2020-10-29,26,9,6,15
2020-10-30,26,7,9,16
2020-10-31,28,7,9,16
2020-11-01,32,7,11,18
2020-11-02,34,6,11,17
2020-11-03,33,6,11,17
2020-11-04,39,6,12,18
2020-11-05,40,5,12,17
2020-11-06,37,3,12,15
2020-11-07,33,2,14,16
2020-11-08,35,4,14,18
2020-11-09,35,1,15,16
2020-11-10,30,3,14,17
2020-11-11,35,3,12,15
2020-11-12,33,2,13,15
2020-11-13,36,0,12,12
2020-11-14,36,0,13,13
2020-11-15,36,1,12,13
2020-11-16,37,1,13,14
2020-11-17,38,2,13,15
2020-11-18,38,1,14,15
2020-11-19,37,3,10,13
2020-11-20,38,3,12,15
2020-11-21,39,3,11,14
2020-11-22,43,2,12,14
2020-11-23,47,1,12,13
2020-11-24,47,1,11,12
2020-11-25,41,1,13,14
2020-11-26,40,4,11,15
2020-11-27,38,3,10,13
2020-11-28,54,-5,11,6
2020-11-29,46,-4,10,6
2020-11-30,26,6,10,16
2020-12-01,26,6,10,16
2020-12-02,28,6,7,13
2020-12-03,31,6,8,14
2020-12-04,28,7,10,17
2020-12-05,20,7,12,19
2020-12-06,22,6,12,18
2020-12-07,21,4,12,16
2020-12-08,27,2,15,17
2020-12-09,20,1,15,16
2020-12-10,21,2,12,14
2020-12-11,23,-2,10,8
2020-12-12,21,-2,9,7
2020-12-13,24,-2,8,6
2020-12-14,24,2,7,9
2020-12-15,23,1,9,10
2020-12-16,23,5,7,12
2020-12-17,23,5,6,11
2020-12-18,17,6,8,14
2020-12-19,17,6,9,15
2020-12-20,17,6,11,17
2020-12-21,20,4,10,14
2020-12-22,20,4,13,17
2020-12-23,16,3,11,14
2020-12-24,16,3,12,15
2020-12-25,14,2,12,14
2020-12-26,23,-6,11,5
2020-12-27,27,-5,10,5
2020-12-28,19,3,10,13
2020-12-29,20,3,11,14
2020-12-30,22,3,11,14
2020-12-31,18,5,11,16
2021-01-01,21,2,8,10
2021-01-02,21,2,8,10
2021-01-03,25,-2,14,12
2021-01-04,28,4,7,11
2021-01-05,31,2,6,8
2021-01-06,26,0,8,8
2021-01-07,29,4,8,12
2021-01-08,31,6,8,14
2021-01-09,31,6,9,15
2021-01-10,31,6,9,15
2021-01-11,33,8,10,18
2021-01-12,36,3,13,16
2021-01-13,41,2,16,18
2021-01-14,39,1,8,9
2021-01-15,37,2,9,11
2021-01-16,35,2,16,18
2021-01-17,38,2,15,17
2021-01-18,46,-3,17,14
2021-01-19,55,-3,18,15
2021-01-20,56,-2,20,18
2021-01-21,60,-3,21,18
2021-01-22,58,-5,26,21
2021-01-23,56,1,22,23
2021-01-24,55,1,23,24
2021-01-25,56,4,24,28
2021-01-26,59,4,23,27
2021-01-27,51,10,19,29
2021-01-28,47,10,19,29
2021-01-29,42,13,17,30
2021-01-30,38,13,20,33
2021-01-31,39,12,20,32
2021-02-01,52,7,20,27
2021-02-02,53,8,20,28
2021-02-03,47,8,21,29
2021-02-04,52,5,22,27
2021-02-05,46,5,17,22
2021-02-06,48,6,18,24
2021-02-07,55,10,11,21
2021-02-08,63,7,11,18
