fecha,camasOcupadasHG,camasOcupadasNoUCIVentiladores,camasOcupadasUCI,camasOcupadasUCI_NoUCIVent
2020-04-01,0,0,0,0
2020-04-02,0,0,0,0
2020-04-03,0,0,0,0
2020-04-04,0,0,0,0
2020-04-05,0,0,0,0
2020-04-06,0,0,0,0
2020-04-07,-1,2,0,2
2020-04-08,4,0,0,0
2020-04-09,1,1,0,1
2020-04-10,-1,3,0,3
2020-04-11,-3,5,0,5
2020-04-12,-1,3,0,3
2020-04-13,7,1,0,1
2020-04-14,6,0,0,0
2020-04-15,6,0,1,1
2020-04-16,4,1,0,1
2020-04-17,6,1,1,2
2020-04-18,5,1,1,2
2020-04-19,4,1,1,2
2020-04-20,5,0,1,1
2020-04-21,4,0,1,1
2020-04-22,5,3,1,4
2020-04-23,3,3,1,4
2020-04-24,9,3,0,3
2020-04-25,12,2,1,3
2020-04-26,10,1,3,4
2020-04-27,7,2,2,4
2020-04-28,27,3,2,5
2020-04-29,38,3,2,5
2020-04-30,35,2,2,4
2020-05-01,48,-6,15,9
2020-05-02,36,-4,16,12
2020-05-03,69,-9,21,12
2020-05-04,63,1,8,9
2020-05-05,63,-1,8,7
2020-05-06,49,0,8,8
2020-05-07,67,0,8,8
2020-05-08,47,1,8,9
2020-05-09,53,0,8,8
2020-05-10,54,1,8,9
2020-05-11,54,2,8,10
2020-05-12,43,1,9,10
2020-05-13,42,1,9,10
2020-05-14,32,8,9,17
2020-05-15,29,4,15,19
2020-05-16,25,8,12,20
2020-05-17,31,6,12,18
2020-05-18,20,5,13,18
2020-05-19,24,2,14,16
2020-05-20,32,3,14,17
2020-05-21,31,-3,19,16
2020-05-22,34,-2,17,15
2020-05-23,37,-4,19,15
2020-05-24,35,-2,18,16
2020-05-25,44,-9,26,17
2020-05-26,59,1,17,18
2020-05-27,50,1,16,17
2020-05-28,47,1,14,15
2020-05-29,66,1,15,16
2020-05-30,61,1,14,15
2020-05-31,51,2,13,15
2020-06-01,56,0,11,11
2020-06-02,60,1,11,12
2020-06-03,61,2,12,14
2020-06-04,44,2,13,15
2020-06-05,44,2,14,16
2020-06-06,38,2,12,14
2020-06-07,39,2,13,15
2020-06-08,41,2,13,15
2020-06-09,49,2,15,17
2020-06-10,53,0,14,14
2020-06-11,47,0,13,13
2020-06-12,46,0,13,13
2020-06-13,42,1,13,14
2020-06-14,45,1,14,15
2020-06-15,46,1,15,16
2020-06-16,49,0,15,15
2020-06-17,45,0,15,15
2020-06-18,42,1,15,16
2020-06-19,54,1,15,16
2020-06-20,45,0,11,11
2020-06-21,54,0,11,11
2020-06-22,73,0,10,10
2020-06-23,49,1,10,11
2020-06-24,64,1,8,9
2020-06-25,57,0,8,8
2020-06-26,62,1,6,7
2020-06-27,70,-8,21,13
2020-06-28,67,-1,11,10
2020-06-29,72,2,11,13
2020-06-30,72,-6,19,13
2020-07-01,74,2,10,12
2020-07-02,77,-6,20,14
2020-07-03,79,-7,20,13
2020-07-04,73,-1,18,17
2020-07-05,64,-2,19,17
2020-07-06,73,-1,21,20
2020-07-07,67,0,19,19
2020-07-08,63,3,20,23
2020-07-09,61,4,18,22
2020-07-10,58,3,20,23
2020-07-11,60,6,17,23
2020-07-12,59,4,18,22
2020-07-13,60,1,18,19
2020-07-14,75,-3,18,15
2020-07-15,73,-3,18,15
2020-07-16,68,-2,20,18
2020-07-17,63,-1,20,19
2020-07-18,68,0,21,21
2020-07-19,67,6,20,26
2020-07-20,67,6,20,26
2020-07-21,62,6,18,24
2020-07-22,70,-6,30,24
2020-07-23,54,4,18,22
2020-07-24,57,0,19,19
2020-07-25,52,4,18,22
2020-07-26,57,4,20,24
2020-07-27,66,3,18,21
2020-07-28,67,6,17,23
2020-07-29,73,3,18,21
2020-07-30,78,5,17,22
2020-07-31,85,3,17,20
2020-08-01,73,4,16,20
2020-08-02,67,11,15,26
2020-08-03,62,9,17,26
2020-08-04,61,13,16,29
2020-08-05,73,5,17,22
2020-08-06,78,0,17,17
2020-08-07,64,5,18,23
2020-08-08,62,2,17,19
2020-08-09,54,10,13,23
2020-08-10,60,6,13,19
2020-08-11,63,5,17,22
2020-08-12,74,1,18,19
2020-08-13,71,1,16,17
2020-08-14,73,3,16,19
2020-08-15,74,3,19,22
2020-08-16,73,13,13,26
2020-08-17,68,13,12,25
2020-08-18,58,10,13,23
2020-08-19,47,10,13,23
2020-08-20,59,11,13,24
2020-08-21,60,6,17,23
2020-08-22,64,7,17,24
2020-08-23,69,1,26,27
2020-08-24,83,1,23,24
2020-08-25,84,1,22,23
2020-08-26,85,7,17,24
2020-08-27,90,7,21,28
2020-08-28,97,3,20,23
2020-08-29,92,-1,25,24
2020-08-30,95,-1,22,21
2020-08-31,97,-3,26,23
2020-09-01,84,-6,27,21
2020-09-02,85,-5,28,23
2020-09-03,88,-9,29,20
2020-09-04,88,-7,28,21
2020-09-05,94,-9,29,20
2020-09-06,93,-7,29,22
2020-09-07,98,-8,29,21
2020-09-08,97,-6,25,19
2020-09-09,100,-2,25,23
2020-09-10,97,0,20,20
2020-09-11,92,4,15,19
2020-09-12,88,-2,22,20
2020-09-13,86,1,22,23
2020-09-14,90,0,17,17
2020-09-15,87,6,18,24
2020-09-16,91,6,16,22
2020-09-17,83,12,13,25
2020-09-18,95,10,18,28
2020-09-19,86,7,26,33
2020-09-20,76,12,23,35
2020-09-21,92,7,23,30
2020-09-22,90,8,25,33
2020-09-23,86,4,27,31
2020-09-24,76,5,28,33
2020-09-25,72,9,29,38
2020-09-26,76,8,27,35
2020-09-27,82,3,27,30
2020-09-28,82,5,29,34
2020-09-29,82,8,24,32
2020-09-30,75,10,20,30
2020-10-01,72,6,25,31
2020-10-02,64,7,17,24
2020-10-03,74,7,22,29
2020-10-04,68,4,23,27
2020-10-05,62,9,16,25
2020-10-06,66,4,20,24
2020-10-07,72,6,21,27
2020-10-08,67,6,23,29
2020-10-09,82,5,22,27
2020-10-10,84,11,18,29
2020-10-11,92,6,29,35
2020-10-12,101,8,29,37
2020-10-13,103,7,31,38
2020-10-14,113,9,32,41
2020-10-15,120,9,37,46
2020-10-16,94,18,30,48
2020-10-17,101,21,26,47
2020-10-18,120,16,35,51
2020-10-19,123,14,35,49
2020-10-20,127,12,34,46
2020-10-21,131,11,37,48
2020-10-22,148,12,38,50
2020-10-23,162,8,39,47
2020-10-24,158,16,35,51
2020-10-25,163,17,33,50
2020-10-26,173,7,40,47
2020-10-27,191,2,42,44
2020-10-28,180,4,30,34
2020-10-29,211,9,45,54
2020-10-30,213,22,41,63
2020-10-31,202,25,34,59
2020-11-01,207,18,46,64
2020-11-02,229,5,47,52
2020-11-03,234,2,47,49
2020-11-04,226,11,49,60
2020-11-05,237,10,48,58
2020-11-06,227,8,46,54
2020-11-07,204,20,46,66
2020-11-08,219,16,50,66
2020-11-09,239,14,48,62
2020-11-10,241,3,46,49
2020-11-11,237,9,47,56
2020-11-12,233,9,48,57
2020-11-13,244,14,39,53
2020-11-14,208,24,29,53
2020-11-15,202,25,29,54
2020-11-16,214,22,40,62
2020-11-17,244,18,45,63
2020-11-18,226,10,40,50
2020-11-19,227,12,47,59
2020-11-20,220,12,44,56
2020-11-21,206,12,41,53
2020-11-22,204,24,34,58
2020-11-23,207,29,33,62
2020-11-24,218,9,39,48
2020-11-25,227,19,33,52
2020-11-26,215,15,33,48
2020-11-27,207,22,32,54
2020-11-28,184,25,34,59
2020-11-29,178,26,28,54
2020-11-30,205,8,43,51
2020-12-01,199,13,43,56
2020-12-02,189,9,43,52
2020-12-03,183,20,37,57
2020-12-04,170,10,45,55
2020-12-05,153,19,33,52
2020-12-06,154,10,45,55
2020-12-07,137,13,40,53
2020-12-08,154,14,47,61
2020-12-09,140,16,45,61
2020-12-10,132,12,39,51
2020-12-11,143,1,44,45
2020-12-12,123,11,37,48
2020-12-13,132,7,37,44
2020-12-14,142,0,48,48
2020-12-15,128,-2,41,39
2020-12-16,139,1,40,41
2020-12-17,132,3,34,37
2020-12-18,133,4,30,34
2020-12-19,119,1,27,28
2020-12-20,122,-2,30,28
2020-12-21,115,1,32,33
2020-12-22,120,-1,32,31
2020-12-23,119,-3,35,32
2020-12-24,104,-3,34,31
2020-12-25,100,-5,31,26
2020-12-26,100,5,26,31
2020-12-27,110,-5,32,27
2020-12-28,110,6,23,29
2020-12-29,114,-2,30,28
2020-12-30,116,0,30,30
2020-12-31,113,2,30,32
2021-01-01,103,6,25,31
2021-01-02,104,7,26,33
2021-01-03,101,10,25,35
2021-01-04,102,17,17,34
2021-01-05,103,13,22,35
2021-01-06,111,15,20,35
2021-01-07,121,7,24,31
2021-01-08,108,12,26,38
2021-01-09,118,3,30,33
2021-01-10,116,-1,34,33
2021-01-11,107,4,32,36
2021-01-12,105,1,33,34
2021-01-13,95,5,31,36
2021-01-14,104,-4,34,30
2021-01-15,114,-4,34,30
2021-01-16,118,-9,35,26
2021-01-17,112,-2,35,33
2021-01-18,119,-2,36,34
2021-01-19,117,-4,37,33
2021-01-20,115,1,40,41
2021-01-21,112,5,36,41
2021-01-22,109,3,37,40
2021-01-23,117,2,40,42
2021-01-24,115,2,39,41
2021-01-25,114,4,38,42
2021-01-26,119,4,34,38
2021-01-27,112,4,37,41
2021-01-28,100,6,34,40
2021-01-29,96,1,37,38
2021-01-30,96,1,34,35
2021-01-31,97,1,32,33
2021-02-01,89,1,32,33
2021-02-02,93,2,29,31
2021-02-03,93,4,25,29
2021-02-04,92,4,23,27
2021-02-05,84,7,23,30
2021-02-06,73,5,25,30
2021-02-07,70,6,24,30
2021-02-08,58,0,27,27
2021-02-09,60,0,24,24
